old_id,name,description,source,url
226,"Hughes TK, Fulep E, Juelich T, Smith EM, Stanton GJ. ","Modulation of immune responses by anabolic androgenic steroids. Int J Immunopharmacol 1995; 17(11): 857-863.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=9610685&query_hl=3&itool=pubmed_docsum"
227,"Mendenhall CL, Grossman CJ, Roselle GA, Hertelendy Z, Ghosn SJ, Lamping K, Martin K. ","Anabolic steroid effects on immune function: differences between analogues. J Steroid Biochem Mol Biol 1990; 37(1): 71-76.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=2242353&query_hl=7&itool=pubmed_docsum"
228,"Rich JD, Dickinson BP, Feller A, Pugatch D, Mylonakis E. ","The infectious complications of anabolic-androgenic steroid injection. Int J Sports Med 1999; 20(8): 563-566.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=10606223&query_hl=9&itool=pubmed_docsum"
229,"Midgley SJ, Heather N, Best D, Henderson D, McCarthy S, Davies JB. ","Risk behaviours for HIV and hepatitis infection among anabolic-androgenic steroid users. AIDS Care 2000; 12(2): 163-170.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?itool=abstractplus&db=pubmed&cmd=Retrieve&dopt=abstractplus&list_uids=10827856"
230,"Van Leeuwen R, Meyboom RH. ","Agranulocytosis and aprindine. Lancet 1976; 2(7995): 1137.","",""
231,"Hausamen TU, Weber FW. ","Fatal course of agranulocytosis during antiarryhthmic aprindine therapy. Dtsch Med Wochenschr 1977; 102(42): 1523-1524.","",""
232,"Baedeker W, Rastetter J.  ","Agranulocytosis after treatment with aprindine. MMW Munch Med Wochenschr 1977; 119(32-33): 1047-1048.","",""
233,"Bodenheimer HC, Samarel AM. ","Agranulocytosis associated with aprindine therapy. Arch Intern Med 1979; 139(10): 1181-1182.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=485754&query_hl=35&itool=pubmed_DocSum"
234,"Opie LH.","Aprindine and agranulocytosis. Lancet 1980; 2(8196): 689-690.","",""
235,"Pisciotta AV, Cronkite C. ","Aprindine-induced agranulocytosis. Evidence for immunologic mechanism. Arch Intern Med 1983; 143(2): 241-243.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=6401987&query_hl=35&itool=pubmed_DocSum"
236,"Colombat P, Binet C, Reisenleiter M, Lamagnere JP. ","Agranulocytosis and aprindine. Therapie 1984; 39(6): 718-719.","",""
237,"Gonzalez Juanatey JR, Amaro Cendon A, Pose Reino A, Torre Carballada A, Rubio Alvarez J, Gil de la Pena M.","Agranulocytosis caused by aprindine. A propos of a new case. Med Clin 1984; 82(19): 865-866. ","",""
238,"Rouveix B, Lassoued K, Abel L, Regnier B.","Agranulocytosis and aprindine. Therapie 1986; 41(6): 517-518.","",""
239,"Ibanez L, Vidal X, Ballarin E, Laporte JR. ","Population-based drug-induced agranulocytosis. Arch Intern Med 2005; 165(8): 869-874.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=15851637&query_hl=35&itool=pubmed_DocSum"
240,"Kelly JP, Kaufman DW, Shapiro S. ","Risks of agranulocytosis and aplastic anemia in relation to the use of cardiovascular drugs: The International Agranulocytosis and Aplastic Anemia Study. Clin Pharmacol Ther 1991; 49(3): 330-341.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=1672513&query_hl=35&itool=pubmed_DocSum"
241,"Boogaerts MA, Peters M, Peersman C, Kesteloot H, Verwilghen RL. ","Mechanism of aprindine induced agranulocytosis: direct toxicity on CFU-C and CFU-GEMM. Scand J Haematol 1984; 32(2): 175-178.","Pubmed","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=6701462&query_hl=35&itool=pubmed_DocSum"
242,"Konoplia AI. ","Immunostimulating action of thiamine when using purine base analogs. Zh Mikrobiol Epidemiol Immunobiol 1976; 11: 119-124.","",""
243,"Konoplia AI. ","Immunostimulant action of thiamine in toxic lesions of the liver. Patol Fiziol Eksp Ter 1977; 6: 54-59.","",""
244,"Prokopenko LG, Konoplia AI.","Effect of thiamine on the formation of immune response in toxic lesions of the liver. Zh Mikrobiol Epidemiol Immunobiol 1978; (2): 36-40. ","",""
245,"Szuts P, Katona Z, Kobor J. ","Effect of thiamine on defective chemotaxis of polymorphonuclear granulocytes. A preliminary report. Acta Paediatr Hung 1984; 25(4): 419-420.","",""
246,"Omeliusik IL, Prokopenko LG. ","Use of thiamine for correcting the immune response during physical loading. Vopr Pitan 1985; 6: 50-53.","",""
247,"Pletsityi AD, Pletsityi KD. ","Immunological disorders in vitamin A and B1 deficiencies. Vopr Pitan 1987; 3: 45-47.","",""
248,"Taylor JS, Praditsuwan P, Handel D, Kuffner G. ","Allergic contact dermatitis from doxepin cream. One-year patch test clinic experience. Arch Dermatol 1996; 132(5): 515-518. ","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8624147&ordinalpos=287&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
249,"Greenberg JH. ","Allergic contact dermatitis from topical doxepin. Contact Dermatitis 1995 ; 33(4): 281. ","",""
250,"Bilbao I, Aguirre A, Vicente JM, Raton JA, Zabala R, Diaz Perez JL. ","Allergic contact dermatitis due to 5% doxepin cream. Contact Dermatitis 1996; 35(4): 254-255. ","",""
251,"Rapaport MJ. ","Allergic contact dermatitis from doxepin cream. Arch Dermatol. 1996; 132(12): 1516-1518.","",""
252,"Wakelin SH, Rycroft RJ. ","Allergic contact dermatitis from doxepin. Contact Dermatitis. 1999; 40(4): 214. ","",""
253,"Buckley DA. ","Contact allergy to doxepin. Contact Dermatitis 2000; 43(4): 231-232.","",""
254,"Horn HM, Tidman MJ, Aldridge RD. ","Allergic contact dermatitis due to doxepin cream in a patient with dystrophic epidermolysis bullosa. Contact Dermatitis 2001; 45(2): 115.","",""
255,"Brancaccio RR, Weinstein S. ","Systemic contact dermatitis to doxepin. J Drugs Dermatol. 2003; 2(4): 409-410.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12884464&ordinalpos=102&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
256,"Bonnel RA, La Grenade L, Karwoski CB, Beitz JG. ","Allergic contact dermatitis from topical doxepin: Food and Drug Administration""s postmarketing surveillance experience. J Am Acad Dermatol 2003; 48(2): 294-296.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12582408&ordinalpos=114&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
257,"Wolf B, Conradty M, Grohmann R, Ruther E, Witzgall H, Londong V. ","A case of immune complex hemolytic anemia, thrombocytopenia, and acute renal failure associated with doxepin use. J Clin Psychiatry 1989; 50(3): 99-100.","Pubmed ","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2925599&ordinalpos=469&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
258,"Sgro C, Lacroix S, Waldner A, Lacroix M, Ferrut O, Bureau A. ","Anaphylactic shock caused by amineptine. Report of a case. Rev Med Interne 1989; 10(5): 461-462.","",""
259,"Lisi P, Caraffini S, Assalve D. ","Irritation and sensitization potential of pesticides. Contact Dermatitis 1987; 17(4): 212-218.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2962818&ordinalpos=221&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
260,"Jung HD, Honemann W, Kloth C, Lubbe D, Pambor M, Quednow C, Ratz KH, Rothe A, Tarnick M. ","Contact eczema caused by pesticides in East Germany. Dermatol Monatsschr 1989; 175(4): 203-214.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2525102&ordinalpos=212&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
261,"Aguirre A, Manzano D, Zabala R, Raton JA, Diaz Perez JL. ","Contact allergy to captan in a hairdresser. Contact Dermatitis 1994; 31(1): 46.","",""
262,"Vilaplana J, Romaguera C. ","Captan, a rare contact sensitizer in hairdressing. Contact Dermatitis 1993; 29(2): 107.","",""
263,"Guo YL, Wang BJ, Lee CC, Wang JD. ","Prevalence of dermatoses and skin sensitisation associated with use of pesticides in fruit farmers of southern Taiwan. Occup Environ Med 1996; 53(6): 427-431.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8758040&ordinalpos=133&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
264,"Paulsen E. ","Occupational dermatitis in Danish gardeners and greenhouse workers (II). Etiological factors. Contact Dermatitis 1998; 38(1): 14-19.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=9504241&ordinalpos=120&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
265,"Croy I. ","Etiology of urticaria due to Captan-based antifungal agents, case report. Z Gesamte Hyg 1973; 19(10): 710-711.","",""
266,"Vos JG, Krajnc EI. ","Immunotoxicity of pesticides. Dev Toxicol Environ Sci 1983; 11: 229-240.","",""
267,"Lafarge-Frayssinet C, Decloitre F. ","Modulatory effect on the pesticide captan on the immune response in rats and mice. J Immunopharmacol 1982; 4(1-2): 43-52.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7153526&ordinalpos=280&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
268,"Hoidal JR, Beall GD, Repine JE. ","Production of hydroxyl radical by human alveolar macrophages. Infect Immun 1979; 26(3): 1088-1092. ","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=414731&blobtype=pdf"
269,"Repine JE, Eaton JW, Anders MW, Hoidal JR, Fox RB. ","Generation of hydroxyl radical by enzymes, chemicals, and human phagocytes in vitro. Detection with the anti-inflammatory agent, dimethyl sulfoxide. J Clin Invest 1979; 64(6): 1642-1651.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=371318&blobtype=pdf"
270,"Freedman BJ. ","Asthma induced by sulphur dioxide, benzoate and tartrazine contained in orange drinks. Clin Allergy 1977; 7(5): 407-415.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=412611&ordinalpos=674&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
271,"Weber RW, Hoffman M, Raine DA, Nelson HS.  ","Incidence of bronchoconstriction due to aspirin, azo dyes, non-azo dyes, and preservatives in a population of perennial asthmatics. J Allergy Clin Immunol 1979; 64(1): 32-37.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=447949&ordinalpos=659&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
272,"Genton C, Frei PC, Pecoud A. ","Value of oral provocation tests to aspirin and food additives in the routine investigation of asthma and chronic urticaria. J Allergy Clin Immunol 1985; 76(1): 40-45.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2861222&ordinalpos=548&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
273,"Hernandez Garcia J, Negro Alvarez JM, Garcia Selles FJ, Pagan Aleman JA. ","Adverse reactions to food preservatives. Allergol Immunopathol 1986; 14(1): 55-63.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2421566&ordinalpos=540&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
274,"Hong SP, Park HS, Lee MK, Hong CS. ","Oral provocation tests with aspirin and food additives in asthmatic patients. Yonsei Med J 1989; 30(4): 339-345.","Free pdf","http://www.eymj.org/1989/pdf/339.pdf"
275,"Petrus M, Bonaz S, Causse E, Rhabbour M, Moulie N, Netter JC, Bildstein G. ","Asthma and intolerance to benzoates. Arch Pediatr 1996; 3(10): 984-987.","Pubmed ","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8952792&ordinalpos=286&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
276,"Wojnar RJ, Hearn T, Starkweather S. ","Augmentation of allergic histamine release from human leukocytes by nonsteroidal anti-inflammatory-analgesic agents. J Allergy Clin Immunol 1980; 66(1): 37-45.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6155392&ordinalpos=647&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
277,"Warrington RJ, Sauder PJ, McPhillips S. ","Cell-mediated immune responses to artificial food additives in chronic urticaria. Clin Allergy 1986; 16(6): 527-533.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=3539408&ordinalpos=518&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
278,"Montano Garcia ML, Orea M. ","Frequency of urticaria and angioedema induced by food additives. Rev Alerg Mex 1989; 36(1): 15-18.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2749124&ordinalpos=466&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
279,"Van Bever HP, Docx M, Stevens WJ. ","Food and food additives in severe atopic dermatitis. Allergy 1989; 44(8): 588-594.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2610332&ordinalpos=441&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
280,"Pacor ML, Di Lorenzo G, Martinelli N, Mansueto P, Rini GB, Corrocher R. ","Monosodium benzoate hypersensitivity in subjects with persistent rhinitis. Allergy 2004; 59(2): 192-197.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=14763933&ordinalpos=118&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
281,"Nettis E, Colanardi MC, Ferrannini A, Tursi A. ","Sodium benzoate-induced repeated episodes of acute urticaria/angio-oedema: randomized controlled trial. Br J Dermatol 2004; 151(4): 898-902.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15491435&ordinalpos=91&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
282,"Moneret-Vautrin DA, Moeller R, Malingrey L, Laxenaire MC. ","Anaphylactoid reaction to general anaesthesia: a case of intolerance to sodium benzoate. Anaesth Intensive Care. 1982; 10(2): 156-157.","",""
283,"Michils A, Vandermoten G, Duchateau J, Yernault JC. ","Anaphylaxis with sodium benzoate. Lancet 1991; 337(8754): 1424-1425.","",""
284,"Nethercott JR, Lawrence MJ, Roy AM, Gibson BL. ","Airborne contact urticaria due to sodium benzoate in a pharmaceutical manufacturing plant. J Occup Med 1984; 26(10): 734-736.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6238137&ordinalpos=563&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
285,"Munoz FJ, Bellido J, Moyano JC, Alvarez M, Fonseca JL. ","Perioral contact urticaria from sodium benzoate in a toothpaste. Contact Dermatitis 1996; 35(1): 51.","",""
286,"Vogt T, Landthaler M, Stolz W. ","Sodium benzoate-induced acute leukocytoclastic vasculitis with unusual clinical appearance. Arch Dermatol 1999; 135(6): 726-727.","",""
287,"Vilaplana J, Romaguera C. ","Fixed drug eruption from sodium benzoate. Contact Dermatitis 2003; 49(6): 290-291.","",""
288,"Asero R. ","Sodium benzoate-induced pruritus. Allergy 2006; 61(10): 1240-1241.","",""
289,"Johansen KS, Berger EM. ","Effect of sodium benzoate on polymorphonuclear leukocyte function. Acta Pathol Microbiol Immunol Scand 1983; 91(6): 361-365.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6324535&ordinalpos=584&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
290,"Thorne KJ, Franks D.","Importance of oxidative metabolism in T cell cytotoxicity: a comparison of cloned T cells and spleen cells. Immunology 1983; 50(4): 645-650.","Free pdf","http://www.pubmedcentral.nih.gov/picrender.fcgi?artid=1454375&blobtype=pdf"
291,"Monegier Du Sorbier H, Canault Y, Barbarin Y. ","Acute thrombopenic purpura : responsibility of clometacin. Nouv Presse Med 1980; 9(7): 458.","",""
292,"Priollet P, Herson S, Sainte-Laudy J, Mouthon JM, Godeau P. ","Thrombopenic purpura during treatment with clometacin. Nouv Presse Med 1981; 10(35): 2904-2905.","",""
293,"Seigneuric C, Oksman F, Tkaczuk J, Plantavid M, Damoran J, Lala JL. ","Hepatitis and autoimmune thrombopenia during treatment with clometacin. Presse Med 1983; 12(2): 106-107.","",""
294,"Perotin D, Labram C. ","Reversible renal insufficiency during treatment with clometacin. Sem Hop Paris 1983; 59(20):1549-1550.","",""
295,"Chavanet P, Blettery B, Aube H, Virot C. ","Hepatonephritis during treatment with clometacin. Lyon Med 1983; 250(20): 407-409.","",""
296,"Parini M, Benevent D, Leroux-Robert C. ","Acute renal insufficiency and hepatitis during treatment with clometacin. Nouv Presse Med 1982; 11(35): 2641.","",""
297,"Lavaud S, Mamez B, Lavaud F, Birembaut P, Toupance O, Brunois JP, Chanard J. ","Acute renal failure caused by clometacin hypersensitivity. Nephrologie 1984; 5(3): 131-134.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6493431&ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
298,"Monnin E, Bories P, Canaud B, Beraud JJ, Baldet P, Mirouze J, Michel H. ","Acute renal failure and hepatitis induced by clometacin. Gastroenterol Clin Biol 1984; 8(3): 264-268.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6714562&ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
299,"Lang P, Santelli G, Benarbia S, Moritz S, Charpentier B, Fries D. ","Immunopathological study of acute interstitial nephropathy induced by clometacin. Presse Med 1986; 15(20): 915-918.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2940571&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
300,"Rongere C, Raffin C, Homberg JC, Huguier M.","Immuno-allergic hemolytic anemia. Discussion of clometacin role. Presse Med 1987; 16(17): 831.","",""
301,"Lenoir C, Labayle D, Buffet C, Lauriat H, Blanchon P, Etienne JP. ","Clometacin hepatitis. 2 cases. Nouv Presse Med 1978; 7(34) 3035-3036.","",""
302,"	Goldfarb G, Pessayre D, Boisseau C, Degott C, Beraud C, Benhamou JP. ","Hepatitis to clometacin. Gastroenteol Clin Biol 1979; 3: 537-540.","",""
303,"Manigand G, Pointud P, Taillandier J, Martin E, Bard H, Benoist J. ","Hepatitis to clometacin. Nouv Press Med 1979; 8(3): 213.","",""
304,"Spreux A, Larousse C. ","Clometacin hepatitis collected by pharmacovigilance hospital centers. Therapie 1981; 36(3): 293-297.","",""
305,"Petit J, Moreau A, Legendre C, Bodin F. ","Chronic active hepatitis caused by clometacin; 2 cases. Gastroenterol Clin Biol 1981; 5(11): 1068-1069.","",""
306,"Bars L, Beaugrand M, Callard P, Ferrier JP. ","Another histological aspect of hepatitis caused by clometacin. Gastroenterol Clin Biol 1981; 5(11): 1064-1065.","",""
307,"Tassou JJ, Bretagne JF, Marion J. ","Hepatitis to clometacin. Concours Med 1981; 103(6): 679-683.","",""
308,"Mamou P, Levy VG. ","Liver damage following clomethacin treatment. 6 cases, including 2 deaths. Nouv Presse Med 1981; 10(33): 2719-2722.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7290927&ordinalpos=42&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
309,"Treille C, Laturaz T, Rachail M. ","Cytolytic hepatitis due to clometacin. Report of 2 cases. Ann Gastroenterol Hepatol 1982; 18(2): 125-129.","",""
310,"Chagnon JP, Barge J. ","Clometacin-induced chronic active hepatitis and HLA-B8 antigen. Gastroenterol Clin Biol 1983; 7(5): 556.","",""
311,"Poitrine A, Poynard T, Naveau S, Hilpert G, Chaput JC. ","A new fatal case of hepatitis caused by clometacin. Gastroenterol Clin Biol 1983; 7(1): 99.","",""
312,"Furet Y, Breteau M. ","Hepatic complications of clometacin. Therapie 1984; 39(5): 523-529.","",""
313,"Ranchere JY, Poussel JF, Baur F, Bernard C, Beruard M, Beurlet J. ","Acute hepatitis to clometacin. Report of a lethal case. Lyon Med 1984; 251(8): 389-341.","",""
314,"Lamouliatte H, Quinton A, Peroua JJ, Delteil L, De Mascarel A. ","Clometacin and chronic active hepatitis: another case. Bordeaux Med 1984; 17: 521-522.","",""
315,"Voigt JJ, Cales P, Rumeau JL, Picq J, Benque A, Frexinos J. ","Clometacin-induced hepatitis. Nouv Rev Med Toulouse 1984; 2: 55-57.","",""
316,"Hillon P, Bedenne L, Piard F, Regis P. ","Clometacine-induced hepatitis. Dig Dis Sci 1988; 33(8): 1045-1046. ","",""
317,"Andrieu J, Doll J, Gardon JD, Rambaud S. ","Hepatitis caused by clometacin and asymptomatic primary biliary cirrhosis. Ann Gastroenterol Hepatol 1989; 25(6): 259-260.","",""
318,"Pariente EA, Hamoud A, Goldfain D, Latrive JP, Gislon J, Cassan P, Morin T, Staub JL, Ramain JP, Bertrand JL, Denis J, Lafon J, Labayle D, Druart F, Blanchi A, Kammerer J.","Hepatitis caused by clometacin (Duperan). Retrospective study of 30 cases. A model of autoimmune drug-induced hepatitis?. Gastroenterol Clin Biol 1989; 13(10): 769-774.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2687071&ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
319,"Braillon A, Capron JP, Quichaud J. ","Acute hepatitis induced by clometacin. Value of antinuclear and anti-smooth muscle autoantibodies. Gastroenterol Clin Biol 1983; 7: 318-319.","",""
320,"Islam S, Mekhloufi F, Paul JM, Islam M, Johanet C, Legendre C, Degott C, Abuaf N, Homberg JC. ","Characteristics of clometacin-induced hepatitis with special reference to the presence of anti-actin cable antibodies. Autoimmunity 1989; 2(3): 213-221.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2491606&ordinalpos=7&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
321,"Reiches AJ. ","Skin reactions to hair dyes. AMA Arch Derm Syphilol 1952; 65(5): 619-620.","",""
322,"Reiss F, Gahwyler M, Lustig B. ","Sensitivity to hair dyes. J Allergy 1957; 28(2): 134-141.","",""
323,"Mackie BS, Mackie LE. ","Cross-sensitization in dermatitis due to hair dyes.  Australas J Dermatol 1964; 14: 189-202.","",""
324,"Stovall GK, Levin L, Oler J. ","Occupational dermatitis among hairdressers. A multifactor analysis. J Occup Med 1983; 25(12): 871-88.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=6228644&ordinalpos=507&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
325,"Nethercott JR, MacPherson M, Choi BC, Nixon P. ","Contact dermatitis in hairdressers. Contact Dermatitis 1986; 14(2): 73-79.","Pubmed ","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2940055&ordinalpos=468&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
326,"Matsunaga K, Hosokawa K, Suzuki M, Arima Y, Hayakawa R. ","Occupational allergic contact dermatitis in beauticians. Contact Dermatitis 1988; 18(2): 94-96.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=2966708&ordinalpos=442&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
327,"Blainey AD, Ollier S, Cundell D, Smith RE, Davies RJ.","Occupational asthma in a hairdressing salon. Thorax 1986; 41(1): 42-50.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=3704965&ordinalpos=470&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
328,"Guerra L, Tosti A, Bardazzi F, Pigatto P, Lisi P, Santucci B, Valsecchi R, Schena D, Angelini G, Sertoli A, et al. ","Contact dermatitis in hairdressers: the Italian experience. Gruppo Italiano Ricerca Dermatiti da Contatto e Ambientali. Contact Dermatitis 1992;26(2): 101-107.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=1386005&ordinalpos=384&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
329,"Guo YL, Wang BJ, Lee JY, Chou SY. ","Occupational hand dermatoses of hairdressers in Tainan City. Occup Environ Med 1994; 51(10): 689-692.","Pubmed","http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=8000494&ordinalpos=328&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum"
